ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId,Deadline
2476,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,senior,Mid,7,2025-01-12 00:00:00,1,1372,3,18,2026-05-14 00:00:00
838,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,6,2024-03-02 00:00:00,1,862,1,2,2026-07-04 00:00:00
1447,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,6,2025-03-10 00:00:00,1,249,1,1,2026-05-31 00:00:00
2968,Computer Vision for Real Projects,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Senior,5,2025-09-16 00:00:00,1,800,2,9,2026-07-06 00:00:00
895,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Mid,7,2025-10-17 00:00:00,1,897,1,5,2025-11-26 00:00:00
1810,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,senior,Senior,7,2024-05-28 00:00:00,1,1011,3,18,2026-07-11 00:00:00
2463,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Senior,7,2024-10-06 00:00:00,1,631,3,14,2025-04-16 07:50:00
115,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Junior,9,2024-05-29 00:00:00,1,1043,1,5,2024-08-24 00:00:00
2960,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Senior,7,2025-03-18 00:00:00,1,22,1,5,2026-06-21 00:00:00
1916,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,senior,Junior,8,2024-12-18 00:00:00,1,797,4,22,2026-06-21 00:00:00
1680,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Mid,8,2025-08-22 00:00:00,1,471,1,5,2026-06-26 00:00:00
2619,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Junior,7,2025-08-04 00:00:00,1,29,1,2,2026-06-02 00:00:00
903,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Senior,5,2024-11-12 00:00:00,1,829,3,17,2025-04-02 00:00:00
1998,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,junior,Junior,8,2025-04-28 00:00:00,1,296,2,12,2026-01-25 00:00:00
2618,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Mid,7,2025-03-27 00:00:00,1,29,1,2,2026-06-21 00:00:00
1655,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Junior,10,2024-06-15 00:00:00,1,1479,2,9,2026-06-23 00:00:00
2987,Hands-on Data Science Training,This mentorship focuses on Data Science with practical applications.,Available,,senior,Beginner,8,2024-03-22 00:00:00,1,1307,2,12,2026-06-18 00:00:00
2042,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Beginner,9,2025-08-07 00:00:00,1,600,2,11,2026-07-09 00:00:00
1159,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Mid,7,2024-07-26 00:00:00,1,203,1,3,2026-06-15 00:00:00
1502,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Senior,8,2025-02-24 00:00:00,1,1155,1,2,2026-06-13 00:00:00
840,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Beginner,10,2025-08-18 00:00:00,1,862,1,2,2025-10-16 00:00:00
3184,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,7,2025-05-04 00:00:00,1,587,1,1,2026-05-30 00:00:00
2587,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,5,2024-11-17 00:00:00,1,567,1,5,2026-02-27 00:00:00
1160,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,9,2024-10-29 00:00:00,1,203,1,2,2026-06-09 00:00:00
1629,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,8,2025-05-15 00:00:00,1,1181,1,2,2026-06-29 00:00:00
438,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,7,2025-10-12 00:00:00,1,1041,1,6,2026-01-09 00:00:00
734,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,senior,Junior,8,2025-08-04 00:00:00,1,1040,4,22,2026-07-01 00:00:00
524,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Beginner,5,2025-09-22 00:00:00,1,66,1,6,2025-12-31 00:00:00
2621,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Junior,13,2025-08-21 00:00:00,1,963,3,18,2025-11-19 00:00:00
1556,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Mid,5,2025-08-31 00:00:00,1,1303,3,15,2025-12-13 00:00:00
1494,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,graduate,Senior,8,2025-09-10 00:00:00,1,877,4,20,2026-06-05 00:00:00
3108,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Mid,10,2025-10-10 00:00:00,1,123,1,4,2026-01-08 00:00:00
442,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,6,2025-04-17 00:00:00,1,912,1,2,2025-07-02 00:00:00
1242,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,8,2025-03-02 00:00:00,1,410,1,1,2025-05-28 00:00:00
3121,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Junior,7,2025-10-06 00:00:00,1,164,1,1,2026-06-14 00:00:00
27,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,senior,Senior,8,2024-11-19 00:00:00,1,1016,3,15,2026-07-13 00:00:00
2791,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Junior,9,2025-02-16 00:00:00,1,855,1,1,2026-06-26 00:00:00
2328,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,5,2025-07-07 00:00:00,1,555,1,5,2026-06-11 00:00:00
694,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Senior,8,2025-04-17 00:00:00,1,648,1,3,2026-07-07 00:00:00
1436,Introduction to Project Management,This mentorship focuses on Project Management with practical applications.,Available,,senior,Junior,7,2025-03-05 00:00:00,1,763,4,21,2026-06-16 00:00:00
347,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Beginner,9,2024-08-19 00:00:00,1,85,1,6,2025-09-25 10:59:00
1463,Product Management for Real Projects,This mentorship focuses on Product Management with practical applications.,Available,,junior,Mid,10,2025-09-23 00:00:00,1,190,4,19,2026-07-12 00:00:00
128,Hands-on Business Analysis Training,This mentorship focuses on Business Analysis with practical applications.,Available,,junior,Senior,6,2025-07-22 00:00:00,1,1436,4,20,2026-03-31 00:00:00
2360,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,junior,Junior,8,2025-08-27 00:00:00,1,1345,2,13,2025-11-08 00:00:00
1261,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,junior,Mid,7,2025-06-15 00:00:00,1,951,2,13,2025-09-10 00:00:00
1911,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,8,2025-06-22 00:00:00,1,1297,1,1,2025-08-31 00:00:00
2054,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Mid,8,2025-09-17 00:00:00,1,827,1,3,2026-06-02 00:00:00
1588,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Mid,7,2025-01-31 00:00:00,1,718,1,3,2026-06-26 00:00:00
3067,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Beginner,8,2025-05-06 00:00:00,1,1112,1,4,2026-06-09 00:00:00
21,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Mid,9,2025-02-15 00:00:00,1,39,2,7,2025-04-27 00:00:00
1781,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Senior,8,2025-06-14 00:00:00,1,948,1,5,2026-07-13 00:00:00
2859,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Senior,7,2025-02-02 00:00:00,1,981,1,1,2026-06-26 00:00:00
3199,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,senior,Mid,10,2025-05-03 00:00:00,1,1400,3,15,2025-07-03 00:00:00
32,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,graduate,Senior,5,2025-09-29 00:00:00,1,28,2,8,2025-10-22 00:00:00
1254,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Beginner,7,2025-02-15 00:00:00,1,643,2,11,2026-07-11 00:00:00
1154,UI/UX Design for Real Projects,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Mid,3,2024-10-19 00:00:00,1,159,3,14,2026-06-18 00:00:00
65,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Senior,10,2025-02-21 00:00:00,1,1037,2,9,2026-01-29 00:00:00
657,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Mid,6,2024-11-20 00:00:00,1,575,1,2,2026-06-20 00:00:00
434,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Senior,10,2025-05-24 00:00:00,1,147,1,4,2026-07-13 00:00:00
1064,Deep Learning for Real Projects,This mentorship focuses on Deep Learning with practical applications.,Available,,graduate,Beginner,6,2025-04-07 00:00:00,1,231,2,8,2025-06-19 00:00:00
2380,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Senior,9,2025-09-29 00:00:00,1,1236,1,1,2025-10-16 00:00:00
2353,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,freshman,Senior,3,2025-06-29 00:00:00,1,238,2,12,2026-07-03 00:00:00
3140,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Mid,6,2025-09-24 00:00:00,1,881,1,4,2025-12-07 00:00:00
1704,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Senior,5,2025-06-29 00:00:00,1,1373,1,6,2026-07-02 00:00:00
472,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,junior,Beginner,4,2025-06-05 00:00:00,1,27,4,20,2026-06-16 00:00:00
1651,Product Design for Real Projects,This mentorship focuses on Product Design with practical applications.,Available,,senior,Junior,9,2025-09-29 00:00:00,1,1364,3,15,2025-11-16 00:00:00
1851,Career Coaching for Real Projects,This mentorship focuses on Career Coaching with practical applications.,Available,,graduate,Beginner,8,2025-07-14 00:00:00,1,1238,4,22,2026-06-17 00:00:00
1946,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,graduate,Senior,5,2025-08-15 00:00:00,1,223,1,6,2026-06-08 00:00:00
774,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Junior,6,2024-05-09 00:00:00,1,232,3,14,2024-07-04 00:00:00
106,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Mid,5,2025-08-19 00:00:00,1,53,1,3,2026-07-13 00:00:00
2113,Product Design for Real Projects,This mentorship focuses on Product Design with practical applications.,Available,,senior,Junior,8,2025-08-16 00:00:00,1,604,3,15,2025-11-14 00:00:00
1747,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Beginner,9,2025-10-16 00:00:00,1,1401,3,15,2025-12-13 00:00:00
1017,Hands-on Business Analysis Training,This mentorship focuses on Business Analysis with practical applications.,Available,,junior,Junior,6,2025-02-04 00:00:00,1,1425,4,20,2025-04-27 00:00:00
71,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,7,2024-07-10 00:00:00,1,655,1,2,2026-06-30 00:00:00
2396,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Beginner,3,2025-07-31 00:00:00,1,125,1,1,2025-11-23 00:00:00
1849,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Mid,6,2025-04-18 00:00:00,1,173,1,4,2026-06-05 00:00:00
20,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Mid,16,2025-02-05 00:00:00,1,39,2,7,2025-05-04 00:00:00
387,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Mid,7,2025-02-04 00:00:00,1,1239,3,16,2026-06-10 00:00:00
1613,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,7,2025-05-04 00:00:00,1,1141,1,5,2026-06-06 00:00:00
1457,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Beginner,9,2025-10-02 00:00:00,1,1361,1,3,2025-12-30 00:00:00
2735,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,freshman,Junior,8,2025-03-07 00:00:00,1,695,2,8,2026-06-29 00:00:00
747,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,freshman,Junior,12,2025-04-19 00:00:00,1,336,3,18,2025-07-16 00:00:00
1620,Branding for Real Projects,This mentorship focuses on Branding with practical applications.,Available,,graduate,Senior,10,2025-09-09 00:00:00,1,1265,3,18,2025-09-16 00:00:00
2470,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,8,2025-01-17 00:00:00,1,1286,1,2,2025-07-21 00:00:00
1269,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Senior,8,2025-05-13 00:00:00,1,841,1,2,2026-07-03 00:00:00
8,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Mid,7,2025-09-18 00:00:00,1,671,1,4,2026-02-12 00:00:00
672,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,graduate,Senior,6,2025-03-26 00:00:00,1,1394,2,10,2025-10-01 00:00:00
967,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Beginner,4,2025-02-03 00:00:00,1,175,1,1,2026-06-27 00:00:00
3036,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Senior,7,2025-08-26 00:00:00,1,961,1,3,2026-07-03 00:00:00
2752,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Senior,10,2025-04-06 00:00:00,1,1230,1,3,2026-06-06 00:00:00
1281,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Beginner,5,2025-09-29 00:00:00,1,1147,1,1,2026-07-07 00:00:00
1971,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,sophomore,Senior,8,2025-05-13 00:00:00,1,430,3,14,2026-06-03 00:00:00
2176,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Junior,9,2024-11-15 00:00:00,1,1278,1,4,2026-06-02 00:00:00
1132,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Mid,3,2025-10-13 00:00:00,1,1187,1,3,2026-06-17 00:00:00
250,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Beginner,10,2025-04-28 00:00:00,1,616,3,15,2025-07-25 00:00:00
2724,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Mid,7,2025-05-04 00:00:00,1,889,3,14,2025-08-03 00:00:00
1015,Mastering Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,graduate,Junior,7,2025-01-10 00:00:00,1,1425,4,20,2026-06-23 00:00:00
3041,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Senior,8,2025-10-17 00:00:00,1,93,1,6,2026-07-13 00:00:00
2727,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Mid,9,2025-10-15 00:00:00,1,750,1,2,2026-07-14 00:00:00
2388,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Beginner,10,2025-04-23 00:00:00,1,449,2,10,2025-07-22 00:00:00
778,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Mid,7,2024-05-22 00:00:00,1,923,3,16,2024-08-16 00:00:00
1844,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Senior,8,2025-08-14 00:00:00,1,234,1,3,2026-05-11 00:00:00
855,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,8,2025-04-25 00:00:00,1,1337,1,5,2026-06-24 00:00:00
162,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,junior,Junior,10,2025-09-18 00:00:00,1,113,3,15,2025-12-06 00:00:00
466,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Mid,9,2025-10-02 00:00:00,1,734,3,16,2026-01-16 00:00:00
2363,Project Management for Real Projects,This mentorship focuses on Project Management with practical applications.,Available,,freshman,Mid,14,2025-06-22 00:00:00,1,1210,4,21,2025-09-11 00:00:00
758,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Junior,10,2025-05-20 00:00:00,1,1487,1,4,2026-06-02 00:00:00
510,Mastering Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Senior,8,2024-09-20 00:00:00,1,1387,4,23,2025-01-27 00:00:00
1965,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Senior,8,2025-09-02 00:00:00,1,1117,3,14,2026-05-09 00:00:00
904,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Junior,11,2025-08-10 00:00:00,1,829,3,17,2025-11-03 00:00:00
339,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Junior,9,2025-06-22 00:00:00,1,1439,1,6,2025-08-05 00:00:00
1043,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Beginner,13,2025-10-04 00:00:00,1,96,2,8,2026-01-04 00:00:00
2625,Mastering Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,freshman,Beginner,11,2025-10-15 00:00:00,1,839,4,20,2026-01-10 00:00:00
2289,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,junior,Junior,10,2024-09-05 00:00:00,1,979,2,12,2024-12-03 00:00:00
3014,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,11,2025-05-26 00:00:00,1,702,1,5,2025-08-11 00:00:00
2319,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Senior,8,2024-06-05 00:00:00,1,1094,1,5,2025-04-26 00:00:00
26,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Senior,7,2024-11-07 00:00:00,1,1016,3,14,2026-07-09 00:00:00
1321,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Senior,5,2025-04-25 00:00:00,1,1224,2,8,2026-06-02 00:00:00
3100,Hands-on Career Coaching Training,This mentorship focuses on Career Coaching with practical applications.,Available,,graduate,Junior,8,2024-11-01 00:00:00,1,72,4,22,2026-06-26 00:00:00
2286,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,senior,Mid,10,2025-08-12 00:00:00,1,1453,2,12,2026-06-27 00:00:00
1869,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,8,2024-10-31 00:00:00,1,229,1,5,2025-01-10 00:00:00
1006,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Junior,6,2025-05-31 00:00:00,1,37,1,2,2026-02-20 00:00:00
317,Motion Design for Real Projects,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Beginner,9,2025-09-19 00:00:00,1,706,3,17,2025-12-10 00:00:00
2086,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Beginner,10,2025-06-18 00:00:00,1,795,1,4,2025-08-09 00:00:00
392,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Junior,4,2025-09-20 00:00:00,1,903,1,2,2026-06-20 00:00:00
2726,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,4,2025-10-12 00:00:00,1,750,1,1,2025-11-14 00:00:00
486,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,4,2025-09-04 00:00:00,1,775,1,6,2026-07-03 00:00:00
1777,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Junior,9,2024-05-27 00:00:00,1,948,1,1,2026-07-08 00:00:00
1429,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Junior,8,2025-10-08 00:00:00,1,564,1,2,2026-01-09 00:00:00
1477,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Junior,3,2025-04-29 00:00:00,1,518,1,3,2026-06-09 00:00:00
1268,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Senior,6,2024-12-11 00:00:00,1,841,1,5,2026-06-06 00:00:00
1685,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,4,2025-07-05 00:00:00,1,688,1,1,2025-08-26 00:00:00
1407,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Mid,6,2025-06-30 00:00:00,1,826,2,11,2026-06-25 00:00:00
773,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Beginner,9,2025-09-19 00:00:00,1,309,1,1,2025-12-18 00:00:00
2426,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Beginner,7,2025-09-26 00:00:00,1,701,2,8,2026-06-30 00:00:00
613,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,10,2024-05-01 00:00:00,1,1034,1,2,2026-06-01 00:00:00
2184,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,9,2025-09-17 00:00:00,1,251,1,2,2026-04-18 00:00:00
1662,Introduction to Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Beginner,19,2024-05-09 00:00:00,1,504,2,9,2025-03-10 22:09:00
1381,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Junior,7,2025-07-06 00:00:00,1,1384,1,4,2026-06-05 00:00:00
1476,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Junior,5,2025-02-24 00:00:00,1,518,1,3,2026-07-01 00:00:00
3163,Introduction to Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Beginner,5,2025-10-05 00:00:00,1,647,2,9,2025-12-09 00:00:00
2088,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,5,2025-06-30 00:00:00,1,111,1,4,2026-06-17 00:00:00
2224,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Junior,6,2025-07-09 00:00:00,1,186,1,1,2026-06-08 00:00:00
173,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,freshman,Junior,8,2024-11-27 00:00:00,1,6,3,18,2026-06-08 00:00:00
495,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Senior,8,2024-08-13 00:00:00,1,192,1,2,2026-06-18 00:00:00
2644,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Mid,6,2025-09-29 00:00:00,1,941,1,2,2026-07-13 00:00:00
370,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,senior,Junior,5,2025-06-18 00:00:00,1,365,1,6,2025-10-12 00:00:00
2160,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Junior,7,2025-10-14 00:00:00,1,1131,1,1,2026-01-07 00:00:00
414,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Mid,9,2025-10-02 00:00:00,1,1025,1,2,2025-12-30 00:00:00
1573,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Beginner,3,2025-04-25 00:00:00,1,129,1,3,2026-07-01 00:00:00
2236,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Junior,11,2025-09-21 00:00:00,1,1188,3,17,2025-12-04 00:00:00
626,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Beginner,9,2025-07-13 00:00:00,1,58,3,14,2025-10-20 23:04:00
224,Computer Vision for Real Projects,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Junior,9,2024-10-02 00:00:00,1,1275,2,9,2026-06-16 00:00:00
2650,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Senior,7,2025-09-02 00:00:00,1,138,1,2,2026-06-03 00:00:00
2745,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Senior,6,2025-07-01 00:00:00,1,52,1,2,2026-06-14 00:00:00
1063,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Senior,9,2024-09-11 00:00:00,1,231,2,8,2026-06-10 00:00:00
72,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Beginner,10,2025-05-21 00:00:00,1,655,1,3,2025-08-10 00:00:00
2128,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Mid,5,2025-07-11 00:00:00,1,1007,1,2,2026-04-20 00:00:00
1604,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Beginner,3,2025-05-24 00:00:00,1,788,1,4,2026-06-15 00:00:00
2721,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Mid,9,2024-11-02 00:00:00,1,889,3,17,2025-01-25 00:00:00
2538,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Senior,10,2025-10-12 00:00:00,1,1320,2,7,2026-07-08 00:00:00
494,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Mid,7,2025-06-21 00:00:00,1,725,1,1,2026-06-17 00:00:00
677,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,senior,Senior,6,2025-03-05 00:00:00,1,200,1,6,2026-07-07 00:00:00
